date,locality,state,type,claims,size_mean,arrests
2015-08-17,Chicago,IL,demonstration,Racial Justice; Police Brutality; Stop police brutality; Raise awareness about police violence,,0
2015-08-17,Fort Worth,TX,demonstration,Justice for victims; Racial justice; Racial discrimination; Justice for shooting victims; Police accountability; Police violence,,0
2015-08-17,St. Louis,MO,demonstration,police brutality; racial tension; police accountability,,9
2015-08-19,Madison,WI,demonstration,Police brutality; Racial justice; Police accountability,,0
2015-08-19,St. Louis,MO,demonstration,Race relations; De-escalation of force; Racial justice; Racial discrimination; Police brutality; End to police violence; racial injustice; Racial injustice; Racial tensions; police accountability; Community relations; Justice for Mansur Ball-Bey; police brutality; Stop police violence; Police accountability; Police violence,150.0,9
2015-08-19,Walhalla,SC,demonstration,Remove solicitor Chrissy Adams from the case; Justice for Zachary Hammond; Police brutality; Release dash-cam video; Racial justice,,0
2015-08-20,Ferguson,MO,demonstration,Find Jamyla Bolden's killer; Police brutality; Community violence; Stop community violence; Community healing,200.0,0
2015-08-20,St. Louis,MO,demonstration,NOT PROVIDED; Police brutality; Community relations; Justice for Mansur Ball-Bey; Police violence,50.0,0
2015-08-20,Trenton,NJ,demonstration,Police brutality; Youth violence; Independent investigation of police shooting,,0
2015-08-21,Charlotte,NC,demonstration,Racial justice; Racial discrimination; Racial inequality; Police brutality; Racial injustice; Police accountability; Police violence; Justice for Jonathan Ferrell,100.0,2
2015-08-22,Charlotte,NC,demonstration,Revise police use-of-force policy; Racial inequality; Racial discrimination; Reform jury selection process; Racial justice; Police violence; Justice for Jonathan Ferrell,,0
2015-08-22,Minneapolis,MN,demonstration,Police brutality; Racial justice; Prosecute police officer,,0
2015-08-22,Passaic,NJ,demonstration,Investigate shooting; Police brutality; Release police shooting video; Release video; Police accountability,50.0,0
2015-08-23,Ferguson,MO,demonstration,Police accountability; Racial justice; Police brutality,,0
2015-08-24,Portland,OR,demonstration,Police reform; Racial justice; Police brutality,,0
2015-08-26,McCaysville,GA,demonstration,Local law enforcement accountability; Police misconduct; Police apology; Investigation of officer conduct,,0
2015-08-29,Grand Rapids,MI,demonstration,Increase community engagement; Community Violence; Justice for murder victims; Community violence; End street shootings; Public safety; Public Safety; Community healing,,0
2015-08-29,Pasadena,CA,demonstration,Police brutality; Racial justice; Police accountability,,1
2015-08-29,St. Paul,MN,demonstration,DOJ investigation of Marcus Golden's police shooting; Reopen investigation into Marcus Golden's death; DOJ investigation of Marcus Golden shooting; racial justice; Improved minority vendor representation; Body cameras for police officers; Racial justice; Independent investigations of police shootings; Address systemic racism; Economic justice; Highlight issues facing people of color; End police brutality; Police violence; Racial inequality; Raise awareness about social injustice; police brutality; Address racial discrimination; Highlight economic disparities; Police brutality; Increase minority representation; Challenge economic disparities; Body cameras for all city police officers,325.0,0
2015-08-31,Boston,MA,demonstration,Civil rights; Fire Officer Ted Rivera; Address racist policing; Change police attitude; Police brutality,,0
2015-09-01,Philadelphia,PA,demonstration,Arrest officers involved in Brandon Tate Brown shooting; Racial justice; Police brutality,,0
2015-09-02,Baltimore,MD,demonstration,Hold police accountable for Freddie Gray's death; Police misconduct; Do not change venue for trial; racial justice; justice for Freddie Gray; Indict police officers; Stop police racism; Do not remove Marilyn Mosby from case; Racial justice; Convict police officers; Racial discrimination; Racial injustice; Do not drop charges against police officers; Prosecute police officers for Freddie Gray's death; Police violence; Jail police officers; racial injustice; police brutality; Stop police violence; police misconduct; Prosecute police officers involved in Freddie Gray's death; remembrance of Tyrone West; Police brutality; Justice for Freddie Gray; Police accountability; Justice for Tyrone West,,1
2015-09-02,Sacramento,CA,demonstration,Fair policing; Improved demographic data collection; Better police oversight; Police brutality; Support AB953; Racial justice,,0
2015-09-03,Baltimore,MD,demonstration,No change in venue; Police misconduct; Prosecute police officers; racial justice; justice for Freddie Gray; Indict police officers; Stop racism; Do not remove Marilyn Mosby from case; Racial justice; Convict killer cops; Do not drop charges against officers; Racial injustice; Police violence; police accountability; police misconduct; Do not remove Marilyn Mosby from the case; Police brutality; Justice for Freddie Gray; Police accountability; Do not change venue of trial,,1
2015-09-04,Pasadena,CA,demonstration,Release of Jasmine Richards; Release Jasmine Richards; Civil rights; Drop charges against Jasmine Richards; Police brutality; Stop police harassment; Racial justice,,0
2015-09-06,North Palm Beach,FL,demonstration,Police brutality; Racial justice; Recognize institutional racism; Oppose police brutality,,0
2015-09-08,Olympia,WA,demonstration,Pay reparations to Chaplin and Thompson; Drop assault charges against Chaplin and Thompson; Police brutality; Criminally charge Officer Ryan Donald; Fire Officer Ryan Donald; Racial justice,,0
2015-09-09,Denver,CO,demonstration,Unspecified justice cause; Justice for certain people and causes,,0
2015-09-10,Baltimore,MD,demonstration,Jobs and Education; Keep trial in Baltimore; Stop Police Terror; Keep trials in Baltimore; Racial justice; Keep Freddie Gray trials in Baltimore; Police misconduct; Racial discrimination; Police brutality; Criminal justice; Justice for Freddie Gray; Keep Freddie Gray trial in Baltimore; Criminal justice accountability; Police accountability; Police violence,20.0,1
2015-09-11,Baltimore,MD,demonstration,Racial justice; Police misconduct; Fair trial for officers,,0
2015-09-11,Ontario,CA,demonstration,Police brutality; Police transparency; Police investigation transparency; Justice for Luis Wenceslao; Officer-involved shooting,,0
2015-09-12,Lafayette,LA,demonstration,Police brutality; Release of surveillance video; Police accountability,,0
2015-09-12,Pasco,WA,demonstration,Criminal charges against officers; Resign of Police Chief Bob Metzger; Police brutality; Pasco Police Chief Bob Metzger resign; Officers be charged with murder; Police accountability,30.0,0
2015-09-16,Chicago,IL,demonstration,Fire Officer Dante Servin; Racial justice; Police brutality,,0
2015-09-16,Lyndhurst,NJ,demonstration,Justice for Black men shot by police; Racial discrimination; Police brutality; Justice for victims of police shootings; Police accountability,75.0,0
2015-09-17,Olympia,WA,demonstration,Police shooting; Investigate police shooting investigation; Police brutality; Investigate prosecutor's charging decision; Drop assault charges against Andre Thompson and Bryson Chaplin,,3
2015-09-17,Stockton,CA,demonstration,Racial profiling; Stop police misconduct; Fire the officer in the video; Improve police training; Stop police brutality; Investigation of officer conduct; Remove officer from duty; Racial Injustice; Racial discrimination; Police brutality; Police accountability; Police Brutality,,0
2015-09-18,Lafayette,LA,demonstration,External investigation of shooting; Release of private surveillance video of police shooting; Independent investigation of police shooting; Police brutality; External Investigation of Shooting; Racial Justice; Police accountability; Release Surveillance Video; Release of private surveillance video; Police Brutality,,0
2015-09-18,Stockton,CA,demonstration,Police brutality; Officer discipline; Police accountability; Youth rights,,0
2015-09-19,Austin,TX,demonstration,police violence; Law enforcement accountability; Policy changes; Justice for killed animals; law enforcement accountability; Stop police brutality; racial justice; Recognition of police service; animal rights; police brutality; Police accountability; Police violence,2.0,0
2015-09-20,St. Paul,MN,demonstration,Disability rights; Stop police brutality against disabled individuals; police violence; racial discrimination; Better police training for interactions with autistic individuals; Police misconduct; Police brutality; racial justice; Fire officers involved in Marcus Abrams incident; police brutality; Investigate Marcus Abrams' arrest,100.0,0
2015-09-22,Cincinnati,OH,demonstration,Justice for Samuel DuBose; Police accountability; Police violence; Racial injustice,,0
2015-09-23,Newark,DE,demonstration,Racial injustice; Improve diversity; Address campus racism; Campus discrimination,,0
2015-09-28,Charlottesville,VA,demonstration,Criminal justice; Arrest suspect; Solve Jason Shifflett's murder; Murder investigation,,0
2015-10-04,St. Paul,MN,demonstration,Prosecute police for misconduct; Better police training for mental illness cases; Racial justice; DOJ investigation of St. Paul Police Department; Police brutality; racial justice; Investigate police use of force; Better police training for mental health interactions; police brutality; Prosecution of police involved in Philip Quinn's shooting; Police accountability,100.0,0
2015-10-08,Prairie View,TX,demonstration,Police brutality; Police accountability; Racial discrimination,,1
2015-10-11,Staten Island,NY,demonstration,Civil rights; Respect for constitutional rights; Police brutality; Police transparency; Passage of Right to Know Act,400.0,0
2015-10-12,Providence,RI,demonstration,Police brutality; Police dialogue about #BlackLivesMatter; Racial discrimination,,0
2015-10-14,Baltimore,MD,demonstration,Reduce Use of Armored Vehicles; Input on Police Commissioner Hiring; Community oversight; Prevent permanent appointment of Police Commissioner; Community input in police leadership; Require officer identification; Investments in education; Racial justice; Input on police chief selection; Reduce riot gear use; Meet with Police Commissioner; Improve community policing; Limit police militarization; Police accountability; Block police commissioner appointment; Government accountability; Reduce use of armored vehicles; Reduce Use of Riot Gear; Reduce use of riot gear; Fire housing commissioner; Reduce use of armored vehicles during protests; Racial Injustice; Racial inequality; Police reform; Racial Justice; Rescind aggressive protester policing; Police Brutality; Fire Baltimore Housing Commissioner; Changes to police tactics; Reallocate youth jail funding to community schools; Police brutality; Reduce armored vehicle use; Input in police chief selection; Fire Housing Commissioner,30.0,16
2015-10-15,Baltimore,MD,demonstration,Police commissioner accountability; Police accountability; Police brutality,,12
2015-10-15,Pawtucket,RI,demonstration,Police misconduct; Student rights; Investigate police officer's conduct; Protest brothers' arrests; Police in schools; School safety,,10
2015-10-17,New Iberia,LA,demonstration,Justice for Victor White III; Justice for Victor White; Racial Injustice; Police Accountability; Racial Justice; Police Brutality; End Police Brutality,200.0,0
2015-10-17,Pittsburgh,PA,demonstration,Stop gun violence; Gun violence; Reduce murder rates; Racial violence; Report criminal activity to police,60.0,0
2015-10-18,Birmingham,AL,demonstration,Civil rights; Stop police harassment; Know constitutional rights; Racial justice; Police violence,,0
2015-10-19,Baltimore,MD,demonstration,Protest rights; Police accountability; Police protest guidelines; Challenge police commissioner appointment,,0
2015-10-19,Cleveland,OH,demonstration,justice for Tamir Rice; Justice for Tamir Rice; Police brutality; racial justice; police brutality,,1
2015-10-22,Brooklyn,NY,demonstration,Police brutality; Stop mass incarceration; Racial justice; Stop police brutality,100.0,0
2015-10-22,New York,NY,demonstration,Hold police accountable; Police brutality; racial justice; police brutality; End police brutality; Police violence,,0
2015-10-22,Palm Beach Gardens,FL,demonstration,Accountability for Officer Nouman Raja; Racial justice; Transparent investigation; Racial violence; Body camera mandate for police officers; Racial discrimination; Police brutality; Independent investigation of Corey Jones' shooting; Justice for Corey Jones; Police Accountability; Racial Justice; Police accountability; Police Brutality,,0
2015-10-22,St. Paul,MN,demonstration,Justice for K-9 Boone; Hold deputy accountable; Animal welfare; Fire Deputy Brett A. Berry; Hold Berry accountable for K-9 abuse; Animal abuse; Police accountability,,0
2015-10-23,Albany,NY,demonstration,Criminal justice reform; End solitary confinement,,0
2015-10-23,Oxnard,CA,demonstration,police violence,75.0,0
2015-10-24,Chicago,IL,demonstration,Police brutality; Racial justice; Fair policing in black communities,,66
2015-10-24,New York City,NY,demonstration,police violence; Hold police accountable for murders; Stop police brutality; Police brutality; Police violence,,0
2015-10-24,New York,NY,demonstration,Universal health care; Affordable housing; Racial justice; Stop police brutality; Justice for police brutality victims; Alternatives to increased policing; Police brutality; Stop Police Brutality; Stop police terror; Justice for people killed by police; Education; Police Brutality; Police violence,,0
2015-10-25,New York,NY,demonstration,Stop police terror; police violence,,11
2015-10-25,Palm Beach Gardens,FL,demonstration,Fair investigation of Corey Jones shooting; Police Brutality; Racial Justice,,0
2015-10-29,Springfield,MA,demonstration,racial justice; police brutality; Prosecution of police officers; Racial justice; Police violence,,15
2015-10-30,Albany,NY,demonstration,Mandatory police encounter video recordings; Review police policies; Mental health treatment; Racial discrimination; Fire officers involved in Ivy's death; District attorney resignation; Police brutality,100.0,0
2015-10-30,Columbus,MS,demonstration,Police brutality; Justice for Ricky Ball,100.0,0
2015-10-30,Wilmington,DE,demonstration,Police brutality; Hold police officers accountable; Racial justice; Hold police officers accountable for Jeremy McDole's death,75.0,0
2015-11-02,Columbia,MO,demonstration,Campus discrimination; Campus racism; Mandatory diversity training; Acknowledgment of campus racism; University President Tim Wolfe's resignation; University president Tim Wolfe's resignation; Racial discrimination; Racial injustice; University president's resignation; Increased diversity in student body and faculty,30.0,0
2015-11-05,Ann Arbor,MI,demonstration,Create police oversight board; Racial discrimination; Police brutality; Implement mental health police training; Fire Officer David Ried; Racial justice,,0
2015-11-05,Berkeley,CA,demonstration,Racism; Address racist threats; School safety; Ensure student safety,,0
2015-11-09,Ann Arbor,MI,demonstration,Justice for Aura Rosser; Racial discrimination; Police brutality; Pay funeral expenses; Mental health; Fire Officer David Ried; City apology to Rosser's family; End police brutality,,0
2015-11-09,Columbia,MO,demonstration,Campus racism; Address systemic racism on campus; University President Tim Wolfe's resignation; Racial discrimination,,0
2015-11-10,Memphis,TN,demonstration,Terminate Officer Connor Schilling; Police brutality; racial justice; Racial injustice; Department of Justice investigation; Revoke Schilling's police certification; Release dash cam and audio recordings; police brutality,100.0,0
2015-11-11,Tuscaloosa,AL,demonstration,Reform of police-student interactions; Police accountability; Police brutality; Student rights,,0
2015-11-15,Chicago,IL,demonstration,Police Violence; Racial justice; Officer prosecution; Police Accountability; Justice for Laquan McDonald; Racial Justice; Police accountability; Police violence,,0
2015-11-15,Minneapolis,MN,demonstration,Police Violence; Investigate shooting; End racial inequality; Release officer's identity; Criminal Justice Reform; Criminal charges for officers; Racial inequity; Immediate justice; Justice for Jamar Clark; Prosecute police officers; racial justice; Justice for shooting victim; Release of video footage; Civil rights investigation; Racial justice; Identify shooting officer; Federal civil rights investigation; End violence against black people; Independent investigation; NOT PROVIDED; Investigate police shooting; Release shooting videos; Racial discrimination; Racial injustice; Police accountability; Special prosecutor review; Charge police officers; Address racial inequities; Police violence; Investigation of police shooting; Release video of shooting; Investigation into Jamar Clark's shooting; Racial Injustice; Release of shooting videos; Release police shooting video; police accountability; Accountability for police officers; Police use of force; Racial Justice; police brutality; Release of shooting investigation videos; Federal investigation; Police Brutality; Prosecution of Police Officers; Special prosecutor; Investigation into Jamar Clark shooting; Address persistent poverty; Criminal charges against police officers; Prosecute officers; Prosecution of officers; Criminal charges against officers; Release incident video; Police brutality; Release shooting video; Release of evidence; Police Accountability; Release of shooting video; Investigate police conduct; Charge officers in Jamar Clark's shooting; Address racial tensions,50.0,0
2015-11-16,Ferguson,MO,demonstration,Gun rights; Demonstrate Second Amendment rights for all races; Racial equality,,0
2015-11-16,Minneapolis,MN,demonstration,Release of officers' names; Release of police shooting video; Release officer's identity; Racial Discrimination; Release video of incident; Justice for Jamar Clark; Identify police officer; Department of Justice investigation; Identify police officers involved; Release video of the incident; Identify officers involved; Justice for shooting victim; Identify officer who shot Jamar Clark; Release video of shooting incident; Racial justice; Identify shooting officer; Identify Officer Involved in Shooting; Federal civil rights investigation; Identify police officer involved in shooting; Federal investigation of police shooting; Independent investigation; Racial discrimination; Racial injustice; Prosecute officer responsible; Police violence; Criminal justice reform; Investigation of police shooting; Federal investigation of shooting; Address racial disparities; Release Incident Video; Officer identification; Hold officers accountable; Release of Jamar Clark shooting videos; Identify the police officer involved; Release police shooting video; Racial Justice; Federal investigation; Police Brutality; Video release of shooting incident; Release incident video; Police brutality; Release shooting video; Release of shooting video; Release of surveillance video; Prosecution of police officers; Police accountability; Reveal identities of officers involved,300.0,0
2015-11-17,Minneapolis,MN,demonstration,Thorough investigation; Criminal charges against officers; Police reform; Justice for Jamar Clark; Racial injustice; Racial justice; Police violence,100.0,50
2015-11-18,Minneapolis,MN,demonstration,Racial justice; Racial discrimination; Police brutality; Release shooting video; Release video footage of Jamar Clark shooting; Police accountability; Police violence,,1
2015-11-19,Milwaukee,WI,demonstration,Civil rights charges for Dontre Hamilton killing; Racial justice; Police brutality,,6
2015-11-20,Atlanta,GA,demonstration,Campus safety for Black students; Racial sensitivity training; Racial Justice; Black Lives Matter; Official statements supporting Black student equality,,0
2015-11-20,Minneapolis,MN,demonstration,Implement community policing reforms; Racial justice; Transparent investigation; Investigate police shooting; Release shooting videos; Justice for Jamar Clark; Release shooting video; Racial injustice; Police brutality; Release of shooting video; Federal investigation; Police accountability; Police violence,,3
2015-11-21,Cleveland,OH,demonstration,Police brutality; Seek justice for Tamir Rice; Racial violence,,0
2015-11-22,Brooklyn,NY,demonstration,Police violence; Justice for Tamir Rice; Racial discrimination,100.0,0
2015-11-22,Cleveland,OH,demonstration,Seek justice for Tamir Rice; Justice for Tamir Rice; Racial violence; Racial discrimination; Police brutality; Racial Justice; Police Brutality,,0
2015-11-23,Cleveland,OH,demonstration,Criminal charges against officers; Remove prosecutor McGinty; Remove prosecutor Timothy McGinty; Police brutality; Racial injustice; Special prosecutor appointment; Remove Prosecutor McGinty; Racial justice,,0
2015-11-23,Minneapolis,MN,demonstration,police violence; Racial violence; NOT PROVIDED; Racial discrimination; Justice for Jamar Clark; Police brutality; racial justice; Racial injustice; Release police shooting video; Racial tensions; White supremacy; police brutality; Racial justice; Police violence,,0
2015-11-24,Chicago,IL,demonstration,Dismiss Police Superintendent McCarthy; Police Violence; Federal investigation of Chicago Police; Resign Mayor Rahm Emanuel; Police misconduct; Suspend Involved Officers; Racial Discrimination; racial justice; Prosecute Officer Jason Van Dyke; DOJ Investigation; Accountability for Laquan McDonald's murder; Racial justice; investigation of police shooting; More resources for disenfranchised communities; Fire Involved Officers; Racial discrimination; Racial injustice; DOJ investigation of Chicago Police; Justice for Laquan McDonald; Police violence; Police Superintendent McCarthy's resignation; DOJ investigation; Racial violence; Racial Injustice; Police reform; racial injustice; Investigation into shooting; Racial Justice; Anita Alvarez's resignation; police brutality; Police Brutality; Indict Officer Van Dyke; Overhaul of Chicago Police Department; Department of Justice Investigation; Police superintendent resignation; Police brutality; Police Accountability; Mayor Emanuel's resignation; Justice for shooting victims; Police accountability,100.0,2
2015-11-24,Claremont,NH,demonstration,Justice for abandoned dog; Animal welfare,,0
2015-11-24,Denver,CO,demonstration,Release of police videotapes; Police accountability; Justice for Laquan McDonald; Justice for Michael Marshall; Racial justice,100.0,0
2015-11-24,Ferguson,MO,demonstration,police brutality; Police accountability; racial justice; Justice for Michael Brown,100.0,0
2015-11-24,Minneapolis,MN,demonstration,Racial justice; Racial discrimination; Justice for Jamar Clark; Prosecute police officers; Police accountability; Police violence,1.0,3
2015-11-24,New Haven,CT,demonstration,Cultural Sensitivity; Campus Free Speech; Fire Professor,,0
2015-11-24,St. Louis,MO,demonstration,Implement police body cameras; Review deadly force laws; Expand youth job programs; Improve police oversight; Racial justice; Police violence,,0
2015-11-25,Chicago,IL,demonstration,Police Violence; Department of Justice investigation of Chicago Police Department; Dismissal of Police Superintendent; Federal investigation of Chicago Police Department; racial justice; Prosecute Officer Jason Van Dyke; Department of Justice investigation; DOJ Investigation; Video release; Prosecute police brutality; Racial justice; Transparency in police shootings; police violence; Convict Officer Jason Van Dyke; Federal Investigation of Chicago Police; Fire or suspend officers involved; Racial discrimination; Racial injustice; Appoint special prosecutor; Justice for Laquan McDonald; Police violence; Police Superintendent McCarthy's resignation; Fire involved officers; Firing/suspending officers involved in McDonald's death; Appointing special prosecutor; racial discrimination; DOJ investigation; Racial Injustice; Federal investigation of police department; Police reform; Accountability for police violence; Indict and Convict Officer Jason Van Dyke; Send officer to jail; Racial Justice; police brutality; Federal investigation; Indict Officer Jason Van Dyke; Meet with parents of police shooting victims; Police Brutality; Police Department Reform; Overhaul of Chicago Police Department; Police brutality; More Resources for Disenfranchised Communities; Remove Police Superintendent Garry McCarthy; Police Accountability; Police accountability; Address police violence,150.0,5
2015-11-25,Minneapolis,MN,demonstration,Justice; Investigation; Justice for Jamar Clark; Racial injustice; Peace; Justice for shooting victims; Racial justice; Police violence,,0
2015-11-26,Chicago,IL,demonstration,Police Violence; Fire involved officers; Racial injustice; Department of Justice investigation; DOJ Investigation; Racial Justice; Officer Accountability; Police violence,100.0,2
2015-11-26,Minneapolis,MN,demonstration,Justice for Jamar Clark; Racial justice; Police brutality; Police violence,,0
2015-11-27,Chicago,IL,demonstration,Police Violence; Justice; Civilian Police Accountability Council; Mayor Rahm Emanuel resign; Prosecute Officer Jason Van Dyke; Rahm Emanuel Resignation; Indict Rahm Emanuel; Superintendent McCarthy's resignation; Civilian police accountability council; Racial justice; End of police brutality; Resign Rahm; Civilian police accountability; police violence; Prosecute Rahm Emanuel; Racial discrimination; Racial injustice; Justice for Laquan McDonald; Police violence; Charge Officer Van Dyke; Mayor Rahm Emanuel's resignation; Indict Mayor Rahm Emanuel; Investigation of police violence; Racial Injustice; racial injustice; Charge Jason Van Dyke; Racial Justice; Police Brutality; Rahm Emanuel's resignation; Community police accountability council; Civilian police oversight; Resignation of city officials; Police brutality; Jail Rahm Emanuel; Police Accountability; Prosecute Jason Van Dyke; Police accountability,,0
2015-11-27,San Diego,CA,demonstration,Recognize black lives; Police brutality; Police accountability; Racial justice; End police brutality,,0
2015-11-27,Seattle,WA,demonstration,police violence; End police killings of black men; Police violence; Racial justice; Stop police brutality; Police brutality; racial justice; Police accountability; End killing of Black people by police,,2
2015-11-28,Chicago,IL,demonstration,Resignation of city leaders; Special prosecutor assignment; Resign Garry McCarthy; Civilian police accountability council; Racial justice; Federal investigation into Laquan McDonald shooting; Resignation of Rahm Emanuel; police violence; Resignation of Garry McCarthy; Resign Rahm Emanuel; Racial discrimination; Racial injustice; Resignation of Police Superintendent McCarthy; Police Superintendent resignation; End police brutality; Justice for Laquan McDonald; Civilian oversight of police; Resignation of Mayor Rahm Emanuel; Police violence; Resignation of Cook County State's Attorney Anita Alvarez; racial injustice; Racial Justice; Create community police accountability council; Stop police crimes; Police Brutality; Resignation of Anita Alvarez; Community police accountability council; Police brutality; Outside investigation of Laquan McDonald shooting; Police accountability; Resign Anita Alvarez,70.0,3
2015-11-30,New York,NY,demonstration,Racial sensitivity; Police brutality discourse; Rejection of inflammatory rhetoric; Racial tensions; Political endorsements; Racial politics; Trump change rhetoric,100.0,0
2015-12-01,Baltimore,MD,demonstration,Police misconduct; Racial discrimination; Stop police brutality; Police brutality; Justice for Freddie Gray; Racial justice; Police violence,,0
2015-12-01,Chicago,IL,demonstration,Superintendent dismissal; Police superintendent removal; Mayor's resignation; Police chief resignation; Racial justice; Independent investigation; Police misconduct; Racial discrimination; Police reform; Police brutality; Racial injustice; racial justice; Investigation into police shooting; Police accountability; police brutality; Justice for Laquan McDonald; Resignation of Mayor Rahm Emanuel; Police violence,,0
2015-12-02,Chicago,IL,demonstration,Police Violence; Police Superintendent Dismissal; Racial justice; Increased accountability; Racial Discrimination; Racial inequality; Police superintendent dismissal; Police brutality; Police Accountability; prosecute police officer; racial inequality; police brutality; Prosecution of police officer,,0
2015-12-03,Minneapolis,MN,demonstration,Justice for Jamar Clark; racial justice; Release Jamar Clark shooting tapes; Racial justice; Release video recordings of Jamar Clark incident; Better police training; Release video of Jamar Clark shooting; Create safety plan against police violence; Appoint special prosecutor; Protest camp preservation; Police violence; Criminal justice reform; Institute safety plan to protect residents from police violence; Federal investigation of shooting; Release of shooting videos; Racial Justice; police brutality; Release video surveillance of Jamar Clark shooting; Police Brutality; Police brutality; Release shooting video; Racial equity,200.0,8
2015-12-04,Minneapolis,MN,demonstration,Racial justice; Prosecute officers without grand jury; Police brutality; Release shooting video; Release video of Jamar Clark shooting; Remove Police Union President; Remove police union president Bob Kroll; Police accountability; Police violence; Criminal justice reform,,8
2015-12-06,Chicago,IL,demonstration,Federal investigation of police misconduct; Resignation of Anita Alvarez; Mayor Rahm Emanuel's resignation; Rahm Emanuel's resignation; Racial justice; Police misconduct; Police brutality; Racial injustice; racial injustice; police brutality; Police accountability; Resignation of Mayor Rahm Emanuel; Police violence,200.0,0
2015-12-07,Chicago,IL,demonstration,Anita Alvarez resignation; Mayor Rahm Emanuel's resignation; Thorough investigation of Laquan McDonald shooting; Racial justice; Racial discrimination; racial injustice; racial justice; Police brutality; police brutality; Rahm Emanuel resignation; Mayor Emanuel's resignation; Mayor Rahm Emanuel resignation; Police accountability,200.0,0
2015-12-08,Minneapolis,MN,demonstration,Racial justice; Create job training programs; Police brutality; Develop economic opportunities for North Side; Economic inequality; Remove police station barricades,,0
2015-12-09,Chicago,IL,demonstration,Resignation of task force members; Police misconduct; Police department reform; Rahm Emanuel resignation; Racial justice; Police Reform; Accountability for police brutality; Accountability for police shootings; Racial discrimination; Racial injustice; Resignation of Mayor Rahm Emanuel; Police violence; Anita Alvarez resignation; Mayor Rahm Emanuel's resignation; Mayor Rahm Emanuel's Resignation; Police reform; Racial Justice; Renegotiate Police Union Contract; Create Police Auditor's Office; Police Brutality; Renegotiate police union contract; Rahm Emanuel's resignation; Police Accountability Task Force Members' Resignation; Police brutality; Municipal accountability; Mayor Emanuel's resignation; Establish Police Auditor's Office; Police accountability,,1
2015-12-10,Chicago,IL,demonstration,Rahm Emanuel's resignation; Mayor Rahm Emanuel's resignation; Racial justice; Racial violence; Police misconduct; Racial discrimination; Police brutality; Police department reform; Anita Alvarez's resignation; Police accountability; Resignation of Mayor Rahm Emanuel; Police violence,,0
2015-12-10,Lillington,NC,demonstration,Investigate shooting of John David Livingston II; law enforcement accountability; police violence; Hold deputies accountable,,0
2015-12-10,San Francisco,CA,demonstration,Police Chief Greg Suhr's resignation; Racial Discrimination; Racial discrimination; Police brutality; Police Chief Greg Suhr's Resignation; Police Brutality; Police violence,100.0,0
2015-12-11,Chicago,IL,demonstration,Expand Justice Department investigation; Resign Mayor Rahm Emanuel; Police misconduct; Racial Discrimination; Racial justice; Police Reform; Establish truly independent police review board; Expand investigation to mayor's office; Establish independent police review board; Rahm Emanuel's Resignation; Replace IPRA leadership; Reform of Independent Police Review Authority; Reform police accountability; Hold police accountable for Laquan McDonald shooting; Racial Justice; Justice Department investigation of police department; IPRA Reforms; Renegotiate Police Union Contract; Create Police Auditor's Office; Police Brutality; Expand investigation to Cook County State's Attorney's office; Investigation of city hall; Rahm Emanuel's resignation; Resignation of Police Review Board Members; Police brutality; Police accountability,,0
2015-12-11,Durham,NC,demonstration,Support Syrian refugees; human rights; religious discrimination; racial justice; Investigate jail conditions; Challenge Islamophobia,50.0,0
2015-12-11,San Francisco,CA,demonstration,Police Chief Greg Suhr's resignation; Stop police brutality; Police brutality; Racial justice; Police violence,100.0,0
2015-12-12,Lynwood,CA,demonstration,Police brutality; Police accountability,,0
2015-12-12,South Boston,VA,demonstration,Complete investigation into Linwood Lambert Jr.'s death; Request U.S. Department of Justice involvement; Independent investigator; Appoint independent investigator; Racial Discrimination; Complete investigation quickly; Police brutality; DOJ involvement; Complete investigation into Lambert's death; Racial Justice; Racial justice; Police Brutality; Department of Justice involvement,,0
2015-12-14,New York,NY,demonstration,Police brutality; Justice for Lanquan McDonald,,5
2015-12-15,Champaign,IL,demonstration,Establish Civilian Police Review Board; Dismiss Officer Matt Rush; Police Accountability; Police Brutality,,0
2015-12-15,Philadelphia,PA,demonstration,Racial justice; Police violence,,0
2015-12-15,San Francisco,CA,demonstration,Police brutality; Police accountability; Independent investigation; Police Chief resignation,,0
2015-12-16,Baltimore,MD,demonstration,Racial Discrimination; Conviction of Officer Porter; Prosecute police officers; Stop police terror; Racial justice; Judicial system; A livable wage; Racial injustice; Better public schools; Retry the case against Officer William Porter; Police violence; Racial Injustice; Racial Justice; Livable wages; Police Brutality; Conviction of William Porter; Police brutality; Justice for Freddie Gray; Police Accountability; Police accountability,100.0,1
2015-12-16,Chicago,IL,demonstration,Racial injustice; Protest police brutality; Police violence,,0
2015-12-17,Baltimore,MD,demonstration,Police misconduct; Police brutality; Justice for Freddie Gray; Police accountability; Racial justice,,2
2015-12-17,Champaign,IL,demonstration,Approval of civilian police review board; Dismissal of Officer Matt Rush; Police brutality; Law enforcement accountability,,0
2015-12-17,Columbia,SC,demonstration,Student rights; Racial discrimination; Police brutality; Drop student charges; Drop charges against student; Investigate police officer,,0
2015-12-18,Chicago,IL,demonstration,Racial violence; Removal of Police Superintendent Garry McCarthy; Police brutality; Racial injustice; Justice for Laquan McDonald; Police accountability,,0
